study_hours,attendance,prev_sem_marks,internal_marks,assignment_pct,participation,sleep_hours,internet_hours,final_percentage,performance_category
8.23,96.23,44.84,14.84,52.98,0,6.26,1.39,51.11,1
3.54,81.27,83.68,29.21,61.78,1,9.26,3.99,46.92,1
2.6,44.07,69.79,13.94,83.37,0,9.43,4.28,39.66,0
7.76,58.06,66.21,29.03,38.82,0,6.96,7.5,49.01,1
8.26,82.49,83.77,29.9,43.75,0,5.98,5.49,62.02,1
9.91,44.04,85.93,24.23,96.6,0,4.64,3.18,62.06,1
4.71,74.93,49.53,29.62,42.28,0,9.72,4.68,47.33,1
4.35,60.75,76.61,21.39,69.74,1,4.36,1.46,50.85,1
7.99,77.25,48.12,15.19,70.55,0,5.79,7.81,47.91,1
4.07,42.74,85.08,18.74,64.27,1,5.79,3.52,43.06,1
9.38,92.29,79.42,21.87,75.13,1,5.92,4.35,66.25,1
8.73,98.41,97.4,11.46,46.09,1,4.99,3.49,63.1,1
4.86,98.13,44.14,22.45,68.69,0,8.7,5.78,49.32,1
7.76,84.98,43.42,29.62,56.05,0,4.73,5.64,58.18,1
7.79,47.81,56.93,13.8,76.32,0,7.81,6.01,50.35,1
1.93,85.5,55.7,25.85,39.89,1,4.74,2.88,43.91,1
9.12,41.48,54.82,28.16,69.96,0,4.42,3.21,57.24,1
5.55,41.33,94.38,28.87,42.97,0,9.46,1.88,45.96,1
8.44,59.42,54.97,29.2,49.51,1,5.14,5.59,56.2,1
3.88,69.32,56.32,20.43,45.31,1,8.93,1.28,44.79,1
9.06,86.22,85.56,29.55,42.8,1,7.27,5.18,69.92,1
4.5,81.0,66.98,25.15,87.8,1,4.47,7.09,49.19,1
1.1,66.75,86.6,13.23,50.0,1,9.73,7.24,34.31,0
9.15,56.42,43.92,19.54,94.9,1,5.48,4.14,51.65,1
1.82,99.83,69.25,24.37,97.89,0,9.16,4.22,51.0,1
3.87,65.57,42.02,14.95,69.99,1,5.01,1.54,42.86,1
9.55,67.08,43.76,22.81,40.01,0,9.12,5.7,52.45,1
9.56,49.82,94.39,23.33,56.22,0,4.08,6.75,64.87,1
6.16,87.69,48.35,13.25,85.84,0,7.07,2.71,49.1,1
6.69,81.62,71.95,21.3,55.72,1,8.62,3.95,54.71,1
5.04,53.25,64.67,25.43,36.09,0,9.61,6.87,44.16,1
3.64,44.94,60.84,19.98,68.97,1,9.46,7.14,42.48,1
3.96,80.83,93.99,10.24,89.16,1,8.92,2.7,50.63,1
7.05,79.27,41.31,10.18,85.71,0,9.33,4.85,55.64,1
7.77,56.4,79.83,17.14,42.26,1,5.2,2.35,49.41,1
8.12,97.05,97.8,28.52,77.09,0,5.71,1.71,72.23,1
8.11,49.06,73.61,14.57,45.44,0,5.73,7.38,47.06,1
1.82,65.94,96.21,22.69,45.27,1,6.26,6.74,40.88,1
5.45,96.62,43.14,14.44,91.19,0,6.36,6.32,47.61,1
1.52,65.18,65.13,16.43,47.48,0,7.27,1.34,36.21,0
5.95,78.31,55.61,26.96,48.43,0,4.96,6.91,62.8,1
4.97,63.86,83.85,24.58,30.05,1,8.15,4.07,49.34,1
8.99,56.45,98.88,11.91,90.95,0,5.01,3.4,54.59,1
4.16,99.04,55.39,18.57,85.48,1,5.86,4.83,50.29,1
2.05,64.56,79.25,10.58,73.91,1,7.02,1.64,30.49,0
2.29,93.65,51.89,19.62,82.52,0,8.78,6.3,42.25,1
7.85,53.8,73.92,23.25,40.64,0,8.44,5.08,53.38,1
6.56,52.79,67.84,12.37,62.08,1,7.87,2.31,49.35,1
1.91,41.87,98.32,15.78,54.59,1,4.93,2.32,43.1,1
1.76,79.1,76.51,17.96,36.56,0,7.28,2.29,38.35,0
7.31,62.11,60.97,28.39,64.03,0,4.52,1.4,54.68,1
1.65,91.86,46.85,29.87,94.45,1,6.26,5.11,42.81,1
8.4,68.39,49.07,10.9,32.8,1,6.48,6.88,42.35,1
7.36,98.09,53.52,25.22,50.4,1,4.24,1.12,59.4,1
1.73,51.13,55.06,17.43,44.53,1,5.64,1.34,27.87,0
1.76,92.12,91.04,17.85,46.67,1,9.73,5.01,44.0,1
9.88,86.6,73.67,25.09,93.59,0,9.72,6.74,63.36,1
4.37,86.26,71.4,28.37,62.76,1,6.11,3.29,55.95,1
4.34,90.69,46.89,29.02,62.64,1,4.26,3.45,57.56,1
8.32,85.66,91.61,21.54,83.24,0,5.07,5.17,59.23,1
9.53,77.57,83.37,17.14,40.81,0,6.35,2.92,53.13,1
9.87,47.87,44.06,25.75,64.11,1,9.69,1.19,55.31,1
7.78,41.95,82.47,15.02,60.1,1,4.85,6.15,50.6,1
4.39,95.25,72.61,21.28,71.78,0,8.58,5.38,52.86,1
1.75,77.0,44.9,17.17,99.97,1,4.65,5.07,36.24,0
7.99,87.79,67.5,23.13,83.86,1,9.89,6.19,60.05,1
6.03,68.89,69.08,14.81,57.85,0,6.29,5.73,48.92,1
4.82,47.04,49.95,13.83,87.93,1,8.65,2.44,44.11,1
9.16,47.51,96.74,28.36,41.95,0,6.06,3.47,54.37,1
2.0,81.13,91.0,12.04,32.13,0,7.77,1.88,39.49,0
5.43,65.82,80.14,20.12,44.31,0,5.15,1.91,50.42,1
1.1,52.03,67.74,14.42,53.83,0,4.88,5.73,28.12,0
5.22,69.5,64.71,10.78,65.74,1,9.63,7.01,50.66,1
1.51,43.85,79.06,10.72,73.06,0,9.51,7.74,30.12,0
2.07,74.92,72.73,13.5,93.74,1,9.32,5.4,41.11,1
2.06,56.14,43.74,27.34,65.69,1,7.75,2.29,40.4,1
6.84,87.85,70.75,15.65,65.09,1,8.85,1.74,52.37,1
7.71,58.62,88.38,29.01,33.52,1,4.41,6.69,51.31,1
6.25,67.31,67.55,21.63,32.44,1,6.01,5.05,47.93,1
9.66,40.7,43.12,18.73,68.58,0,5.88,5.33,54.07,1
4.37,44.35,87.18,21.6,60.67,0,7.81,6.47,44.33,1
3.57,63.55,52.08,20.33,88.74,0,6.14,5.92,38.41,0
8.82,68.8,55.52,25.18,41.25,0,4.89,6.84,59.25,1
3.01,76.0,49.88,15.65,31.75,1,7.58,1.39,36.34,0
9.67,57.5,59.81,17.06,61.43,0,8.89,6.23,52.23,1
1.11,81.7,85.41,27.88,46.62,1,6.29,6.96,46.19,1
9.73,91.61,71.16,28.93,33.47,1,4.79,3.0,69.59,1
1.39,86.79,52.29,27.85,80.72,0,5.18,5.48,52.59,1
9.02,42.38,92.67,18.39,37.81,0,5.42,3.2,58.92,1
5.75,68.83,92.77,25.61,72.58,0,5.8,7.71,60.98,1
9.94,46.3,92.23,19.53,49.67,0,7.86,1.23,57.95,1
1.66,54.52,54.33,19.95,42.14,1,7.61,5.06,29.54,0
5.98,99.2,67.07,14.09,56.58,1,8.18,2.17,52.73,1
9.72,48.55,99.1,21.82,86.1,0,6.18,5.99,63.94,1
5.71,69.93,86.32,13.72,57.45,1,8.94,2.23,46.04,1
6.66,77.09,41.63,16.63,82.55,1,5.22,2.65,48.12,1
7.26,82.15,43.91,27.1,38.78,1,6.81,4.46,54.93,1
5.09,73.58,67.84,14.14,84.09,0,8.81,7.4,48.11,1
6.65,40.59,94.55,11.42,46.59,1,5.08,2.48,49.74,1
6.26,59.59,72.32,11.38,77.42,0,4.66,2.01,48.47,1
9.11,71.06,69.87,28.82,69.6,0,9.3,6.31,60.54,1
1.41,45.27,46.33,20.14,95.04,1,6.06,4.5,31.41,0
3.53,61.04,79.41,18.19,57.11,1,8.1,7.38,38.69,0
9.55,41.99,89.33,26.22,34.63,0,4.15,2.03,66.95,1
9.01,44.71,62.83,26.72,31.34,1,8.14,5.52,54.31,1
5.1,63.82,86.54,16.64,87.88,1,5.9,2.63,50.08,1
6.58,47.96,97.87,23.87,66.73,0,4.33,2.1,51.97,1
3.5,74.05,52.23,25.42,84.27,0,7.66,5.78,57.1,1
2.69,81.37,71.4,23.09,46.41,0,5.44,5.16,40.36,1
5.17,88.04,57.23,13.03,54.16,0,6.32,6.28,43.49,1
4.18,52.01,87.57,27.52,32.11,1,4.48,3.17,50.09,1
6.25,50.05,74.66,20.78,97.3,1,4.88,4.14,54.18,1
1.7,46.27,78.07,15.65,76.75,0,5.79,3.84,40.22,1
9.77,78.19,87.87,18.5,95.32,0,4.54,7.89,72.41,1
9.88,82.39,63.76,10.75,48.58,0,9.46,3.05,58.35,1
7.28,41.9,94.91,12.56,72.8,1,4.04,3.06,47.36,1
5.82,96.17,71.98,25.31,77.49,0,6.9,3.48,57.04,1
3.79,43.12,49.48,10.0,52.23,1,4.74,4.95,33.64,0
8.32,72.48,81.75,18.33,89.37,0,5.85,2.77,68.18,1
7.16,82.54,87.6,20.45,96.3,0,9.56,7.41,54.72,1
2.46,92.26,59.01,11.09,91.94,0,4.97,2.86,46.14,1
9.2,82.85,91.43,29.46,81.73,1,9.79,7.27,70.54,1
8.4,88.1,94.37,14.52,49.42,1,5.23,1.72,64.71,1
9.55,60.37,56.61,16.08,49.71,1,8.45,5.6,52.91,1
7.53,88.89,99.01,16.08,97.44,0,7.28,7.35,58.99,1
6.52,44.81,48.44,14.61,30.72,1,9.31,2.18,43.54,1
4.76,93.69,52.12,10.03,80.12,1,7.32,7.78,47.29,1
9.39,72.86,51.05,24.59,79.44,0,7.21,4.17,63.17,1
8.79,89.04,93.64,29.34,73.59,0,5.17,7.62,69.04,1
1.41,67.14,79.26,14.49,99.31,1,5.0,5.74,37.85,0
1.24,78.61,49.13,23.26,51.83,1,9.5,3.11,31.64,0
4.39,71.58,66.42,24.84,53.8,1,5.97,2.32,51.88,1
8.29,83.9,76.92,26.97,35.53,1,6.23,3.13,63.62,1
9.89,44.9,45.01,18.45,61.0,0,8.56,1.65,47.63,1
2.35,43.62,92.94,16.06,48.27,0,6.03,2.01,36.8,0
6.35,54.83,88.22,16.51,54.04,0,9.71,1.73,48.62,1
4.43,49.57,70.31,24.25,88.42,1,8.43,3.96,41.5,1
9.73,92.31,98.03,26.34,95.48,1,7.58,6.57,70.07,1
8.58,53.15,65.07,13.63,43.0,0,9.29,1.99,45.22,1
8.54,98.55,99.05,17.42,56.08,0,4.3,1.91,63.73,1
5.22,60.21,80.08,28.04,95.0,1,5.54,5.5,51.73,1
4.73,50.93,78.08,26.13,34.33,1,6.79,2.38,41.1,1
3.46,87.38,49.96,29.7,36.47,0,5.36,1.68,54.76,1
1.51,79.52,92.92,25.08,41.4,0,8.46,2.17,51.21,1
8.78,69.89,65.65,17.86,71.66,0,9.52,7.47,52.73,1
8.32,73.32,49.73,21.81,40.53,1,6.54,6.75,54.05,1
10.0,83.15,40.76,23.22,97.77,1,6.05,3.48,63.39,1
9.97,53.71,73.59,11.57,61.27,1,9.77,5.59,59.7,1
6.0,99.78,71.64,20.89,65.11,1,6.67,4.76,53.32,1
7.92,98.49,83.16,24.19,47.27,1,6.93,5.74,67.84,1
9.5,79.02,93.42,13.35,62.97,1,6.11,5.78,59.97,1
8.65,51.97,44.76,25.61,76.33,0,9.46,5.4,47.72,1
3.23,80.81,83.89,21.68,82.58,0,7.41,2.86,52.85,1
5.05,44.33,51.24,29.04,82.77,1,8.57,1.27,52.21,1
2.16,41.84,91.49,10.85,70.45,0,8.87,4.19,46.94,1
9.59,55.46,89.14,15.31,93.31,1,6.05,7.24,55.54,1
6.46,67.76,72.45,22.03,87.22,0,6.6,4.99,56.85,1
3.06,92.1,82.61,15.93,82.99,1,9.09,6.83,46.82,1
7.05,83.63,58.86,24.29,33.89,0,6.18,7.94,56.2,1
6.56,84.56,68.27,25.18,30.48,0,8.76,2.15,48.84,1
4.22,65.53,89.3,12.05,44.87,1,9.65,5.84,39.36,0
2.02,60.76,67.56,20.28,76.45,1,7.74,5.72,36.85,0
7.04,62.26,61.47,20.18,58.78,0,8.45,7.86,50.07,1
5.68,99.26,69.65,17.39,58.17,0,8.83,7.9,49.84,1
7.95,42.41,89.69,28.66,91.92,1,9.07,5.81,63.04,1
5.68,92.02,60.11,26.55,92.69,0,6.37,2.71,60.66,1
8.67,74.72,50.43,23.94,93.64,1,4.31,6.59,60.76,1
5.97,66.32,82.72,24.29,51.97,1,6.41,1.75,60.76,1
6.05,83.52,89.56,19.23,78.37,0,8.04,6.46,58.21,1
8.89,69.2,46.04,28.42,49.01,1,6.7,7.37,51.61,1
4.63,92.41,54.39,23.89,43.34,0,8.49,3.68,54.14,1
2.21,94.04,48.52,24.58,42.92,0,6.14,5.41,39.46,0
1.26,65.3,60.88,27.23,53.95,1,7.81,4.01,43.28,1
7.8,56.61,67.02,15.48,60.1,0,5.12,4.06,56.53,1
6.58,75.54,84.93,26.14,88.17,1,8.5,3.17,62.31,1
7.34,94.74,79.07,13.9,38.39,1,7.27,6.33,49.46,1
2.92,52.64,77.26,16.91,81.44,1,5.22,7.55,37.42,0
2.23,77.38,61.14,16.71,67.2,0,5.75,7.59,44.35,1
1.13,77.89,90.49,29.57,50.16,1,8.49,2.22,46.93,1
4.16,83.99,68.28,27.13,64.5,0,6.9,7.12,51.1,1
6.31,47.89,98.75,24.02,51.0,1,5.3,6.16,57.2,1
4.53,82.95,78.05,24.54,71.73,1,9.8,2.77,56.47,1
4.94,94.54,47.58,21.24,60.37,1,8.29,1.47,50.37,1
9.14,50.78,80.57,28.94,41.51,0,9.74,2.88,59.32,1
4.13,54.25,59.51,19.93,38.16,0,6.56,7.39,38.33,0
5.63,98.28,81.18,17.61,68.27,1,6.85,5.43,59.13,1
8.05,50.86,44.18,13.26,93.17,1,9.39,6.05,49.37,1
4.57,91.26,50.49,25.72,54.08,0,7.15,2.8,48.23,1
6.6,69.54,91.34,24.69,81.31,0,8.24,6.04,63.02,1
8.76,54.83,53.63,17.69,76.11,0,5.51,1.2,51.89,1
9.55,92.24,90.22,10.5,95.21,1,6.68,3.63,61.4,1
2.32,66.72,56.76,26.78,87.47,0,4.74,5.39,39.87,0
9.34,70.89,78.57,10.23,69.66,1,5.24,2.02,53.5,1
5.43,61.55,81.65,24.07,75.99,0,4.01,6.76,51.0,1
3.32,75.58,70.76,29.41,92.89,1,4.24,2.65,56.63,1
5.13,49.81,58.32,18.75,57.97,1,9.86,5.57,39.37,0
9.82,63.46,52.76,14.7,52.88,1,5.45,3.84,54.4,1
5.43,98.16,41.99,24.1,30.76,0,7.98,5.17,45.93,1
3.96,55.49,58.24,26.34,87.86,0,9.03,1.75,44.79,1
6.7,79.4,79.19,20.93,86.07,0,7.3,1.12,51.69,1
3.16,59.51,96.3,29.34,37.31,1,4.92,7.37,48.23,1
1.68,86.41,92.27,11.03,70.38,1,8.37,2.89,42.66,1
2.16,47.85,85.96,20.1,62.48,0,7.6,6.74,42.04,1
2.15,98.19,87.31,24.37,38.31,1,8.39,8.0,49.83,1
2.37,67.23,79.9,27.25,98.64,1,8.62,2.48,44.17,1
2.25,54.16,55.62,13.59,45.03,1,9.85,2.86,37.25,0
6.77,44.41,94.43,26.0,34.71,0,7.44,5.64,54.33,1
2.64,50.19,80.24,21.05,71.64,1,6.05,7.76,42.57,1
4.11,71.19,73.63,17.93,81.72,0,7.89,7.41,46.38,1
9.07,60.22,46.66,12.63,32.27,0,4.41,4.52,45.35,1
5.27,89.73,66.82,27.31,76.11,0,9.38,6.57,55.96,1
7.01,65.85,67.62,13.15,67.26,0,4.72,1.95,51.45,1
2.55,54.92,91.87,16.2,37.23,0,5.97,7.84,32.6,0
2.73,77.03,72.8,15.8,42.08,1,8.89,7.75,38.71,0
1.37,82.41,62.82,27.43,69.76,0,7.58,2.15,42.79,1
2.52,50.02,98.61,23.45,50.75,0,6.36,3.1,45.72,1
3.51,50.06,46.64,25.93,95.68,0,6.84,1.7,46.87,1
2.59,42.2,65.35,15.01,87.31,1,9.13,2.9,33.64,0
1.8,84.18,42.52,22.5,98.85,1,6.04,6.71,38.96,0
2.09,79.83,84.39,21.43,48.18,1,9.22,3.65,43.19,1
5.15,68.48,95.08,26.66,97.88,1,4.53,1.62,55.38,1
2.86,90.65,56.8,28.12,60.19,0,8.66,3.4,45.95,1
4.28,88.34,91.5,10.24,54.33,0,9.09,7.87,50.61,1
5.53,75.12,57.53,23.48,33.52,1,5.09,5.41,43.97,1
7.21,92.1,94.65,11.04,33.69,1,6.58,3.91,57.94,1
1.35,52.35,85.24,20.98,78.44,1,4.99,2.17,34.19,0
8.19,46.72,88.29,15.75,62.06,1,8.24,7.9,51.29,1
6.65,56.18,41.08,16.14,45.86,0,7.21,6.75,40.49,1
1.74,43.43,97.77,17.06,72.98,1,7.81,2.97,47.21,1
8.86,71.87,83.6,22.43,47.7,1,5.18,1.49,60.42,1
9.29,96.2,58.29,16.68,70.43,1,5.27,1.4,52.03,1
1.55,42.36,89.76,24.65,55.14,1,4.25,1.84,32.99,0
3.49,47.33,56.89,18.09,87.65,1,5.93,5.07,39.53,0
8.26,67.13,92.37,11.37,87.45,1,7.36,7.5,59.74,1
7.73,96.03,46.75,25.68,63.41,1,9.15,4.48,59.57,1
2.66,58.97,82.22,15.72,54.56,0,8.0,6.9,40.46,1
2.88,70.43,72.44,18.66,55.38,0,6.61,4.12,46.91,1
4.33,42.49,45.79,23.71,86.4,0,9.72,5.96,38.45,0
5.36,48.9,54.51,16.65,52.97,0,8.32,6.12,44.1,1
6.56,99.2,40.74,11.13,44.63,0,9.58,2.22,40.24,1
4.32,97.91,68.13,17.48,35.93,0,7.17,3.53,44.26,1
5.16,40.3,58.08,28.89,62.67,1,5.55,5.46,38.73,0
7.73,97.11,75.9,22.83,63.75,1,4.32,1.49,61.42,1
1.33,78.35,57.83,23.43,88.86,0,8.36,3.53,41.14,1
3.27,92.08,58.0,22.65,45.49,1,4.73,4.74,46.23,1
7.42,67.28,84.59,13.98,56.67,0,5.82,7.97,52.86,1
9.06,70.94,42.89,18.37,86.59,1,7.19,4.32,51.1,1
5.61,69.33,94.17,25.02,87.65,1,7.39,6.71,56.84,1
5.79,80.01,91.14,12.03,56.92,1,7.6,4.02,45.96,1
1.96,48.38,80.07,15.56,62.14,1,5.0,6.57,42.36,1
5.03,41.8,75.59,15.53,51.23,1,6.28,5.17,41.05,1
5.79,58.48,93.54,18.64,95.28,1,7.7,7.21,51.78,1
3.18,82.28,51.12,29.61,38.31,0,9.82,3.88,51.46,1
3.42,52.11,44.74,11.35,95.36,0,8.37,5.23,29.8,0
4.4,80.41,54.37,20.37,77.87,1,9.54,5.41,42.4,1
1.18,98.19,87.67,13.59,67.21,0,8.57,3.92,39.18,0
3.9,45.63,42.08,29.41,32.29,1,7.55,2.01,39.51,0
2.9,80.36,74.97,12.27,63.29,0,5.15,1.65,44.03,1
3.95,66.63,99.73,18.07,58.54,1,8.0,1.12,52.92,1
2.08,92.09,91.34,24.76,41.29,0,7.74,7.11,58.75,1
9.01,50.63,71.29,24.09,75.95,1,7.61,2.66,49.61,1
6.34,81.56,43.82,18.45,97.98,0,6.94,2.48,52.82,1
7.11,90.29,89.88,16.93,69.35,1,7.17,6.15,57.08,1
8.1,96.68,75.94,17.95,80.03,0,6.01,3.24,59.06,1
5.49,80.99,46.9,15.29,34.79,1,7.12,4.54,41.19,1
1.78,69.83,45.63,14.11,59.24,1,5.19,2.14,30.06,0
5.83,77.07,94.58,19.66,38.15,1,8.83,7.72,60.68,1
6.28,92.13,80.15,15.37,72.9,0,5.11,6.96,58.09,1
7.71,74.24,89.76,15.75,95.69,0,4.51,7.05,58.72,1
4.88,41.82,92.74,23.14,76.32,0,6.62,3.85,54.95,1
2.15,95.86,74.31,29.37,35.38,1,7.95,6.34,42.55,1
3.55,81.37,71.05,22.07,54.83,0,6.63,2.01,41.94,1
4.27,80.59,65.83,11.54,68.55,1,5.66,1.06,36.02,0
6.81,52.94,59.02,11.51,58.22,0,7.35,1.14,41.54,1
6.14,79.53,66.08,29.03,88.36,0,6.08,5.11,57.88,1
4.2,63.63,86.43,15.95,87.03,0,9.6,4.19,48.0,1
9.88,79.07,76.12,11.84,72.83,0,9.54,4.63,60.27,1
6.45,46.4,93.55,21.98,56.14,1,7.01,1.05,47.88,1
3.14,79.47,66.6,22.47,47.87,0,5.97,3.96,47.81,1
1.92,99.96,76.43,22.97,37.41,0,8.42,6.03,46.79,1
2.38,42.89,77.88,15.35,54.84,1,4.22,4.1,39.45,0
3.21,98.63,75.5,10.3,58.92,1,6.85,6.13,37.21,0
2.45,64.41,82.16,29.3,77.31,0,6.02,2.63,49.47,1
2.68,92.25,54.25,15.02,76.07,0,9.52,6.69,36.52,0
3.57,86.94,70.74,23.52,34.91,1,4.07,5.12,46.03,1
2.56,74.02,46.25,24.13,57.67,1,7.32,2.48,42.92,1
9.07,84.31,63.07,22.2,42.72,1,8.44,2.66,60.22,1
1.72,92.71,69.26,16.26,40.98,0,6.91,5.4,36.82,0
5.72,64.25,79.13,15.42,87.91,0,4.51,6.81,49.65,1
4.69,59.62,97.03,21.95,32.93,0,9.83,3.91,43.4,1
9.84,80.06,76.04,27.32,59.34,1,7.11,2.81,71.25,1
2.01,88.47,84.62,28.93,41.77,1,7.69,7.07,48.13,1
4.58,85.74,70.38,12.12,91.55,1,5.42,5.68,52.55,1
9.73,87.87,78.05,13.1,68.99,0,6.9,4.14,59.34,1
8.79,66.13,44.26,28.89,46.2,1,6.57,4.42,53.82,1
8.35,89.07,55.26,24.73,65.17,0,4.45,2.43,56.42,1
3.32,47.21,61.71,27.66,81.2,1,4.64,5.39,47.17,1
2.54,72.67,68.35,14.05,97.07,0,9.02,3.51,38.72,0
7.02,40.35,42.74,21.75,45.43,0,5.44,7.97,45.38,1
9.36,59.48,48.4,24.02,92.03,1,5.17,4.36,56.05,1
6.01,61.99,56.61,23.6,95.4,0,7.03,4.4,42.63,1
6.14,63.77,98.29,18.16,94.15,1,8.61,4.96,54.06,1
3.52,81.73,59.88,10.31,74.48,0,4.37,7.42,35.63,0
7.93,63.31,68.92,21.66,74.09,1,7.46,6.61,55.84,1
2.68,66.92,51.77,15.06,58.22,1,4.72,4.16,31.86,0
3.91,54.25,76.65,19.01,82.67,0,4.22,6.03,48.19,1
4.83,62.4,56.84,29.15,67.19,1,4.32,5.1,48.52,1
5.57,53.64,52.42,17.98,77.42,0,9.0,4.45,43.04,1
3.18,44.39,70.99,26.8,59.99,1,4.71,2.35,45.91,1
2.03,76.21,40.33,13.77,81.2,1,4.27,4.25,39.12,0
6.5,80.09,40.46,23.45,87.71,1,6.63,2.72,51.96,1
3.6,77.17,53.14,29.54,40.25,1,9.06,7.4,42.65,1
6.23,67.81,42.2,12.04,88.31,0,5.57,3.35,36.93,0
2.39,62.79,46.48,10.17,67.82,1,6.53,7.67,29.4,0
5.33,91.8,60.33,18.67,89.13,1,4.24,4.73,49.64,1
5.79,71.14,88.16,11.85,60.19,0,6.69,5.42,49.85,1
1.47,68.75,74.32,24.97,56.53,0,7.47,4.8,40.2,1
4.03,41.54,70.76,28.29,94.05,0,7.43,1.91,49.94,1
2.21,60.47,57.61,18.68,47.58,0,5.99,3.63,33.55,0
1.57,62.81,95.91,15.17,89.09,0,5.89,1.69,42.45,1
9.91,63.93,63.82,18.69,63.88,0,4.64,5.36,62.35,1
3.9,74.81,45.23,24.47,65.99,1,6.2,4.13,45.86,1
8.29,72.02,77.02,10.18,51.59,0,4.6,6.45,52.19,1
3.29,76.47,46.83,21.79,70.11,1,8.6,2.54,40.38,1
7.13,85.89,60.71,22.27,52.76,0,9.8,2.15,52.53,1
7.84,88.78,70.44,22.75,32.75,1,9.82,3.84,54.86,1
6.36,83.09,92.45,14.84,49.04,1,9.19,7.49,52.21,1
5.24,97.33,69.61,24.28,30.45,1,7.6,5.97,56.25,1
4.71,41.09,82.14,11.83,98.48,0,8.21,3.93,42.47,1
4.14,51.75,99.57,13.99,97.6,0,5.71,4.62,42.11,1
9.37,40.45,47.89,27.55,57.66,0,7.78,1.59,60.96,1
8.48,78.85,56.48,24.77,80.99,0,6.73,7.89,59.79,1
9.69,93.88,63.67,10.27,54.21,1,6.89,5.66,52.28,1
2.12,54.61,65.31,14.97,76.98,0,8.55,3.0,34.6,0
7.58,95.62,64.66,14.29,86.38,1,5.69,5.1,57.35,1
9.45,43.62,94.46,15.42,96.27,1,5.91,1.77,66.89,1
2.63,96.07,82.84,14.95,58.01,0,9.55,7.76,41.06,1
1.6,61.1,76.47,11.25,84.83,0,4.34,2.22,40.88,1
7.67,46.09,58.56,19.18,48.61,0,6.91,5.54,53.11,1
6.17,69.15,89.43,24.65,99.32,1,9.48,2.72,56.77,1
8.58,55.41,97.3,22.13,31.8,0,7.66,6.02,57.19,1
2.26,57.09,89.27,23.46,72.25,1,7.28,6.44,40.68,1
8.16,58.44,40.09,11.62,76.17,0,5.5,5.71,44.89,1
2.81,88.18,78.18,29.03,78.16,1,6.06,5.3,52.14,1
2.47,72.35,43.07,26.77,38.43,0,9.11,7.25,41.2,1
2.48,58.68,55.46,26.1,95.7,0,7.36,1.55,46.91,1
8.33,76.62,43.57,26.46,42.68,1,7.09,3.32,52.19,1
6.99,82.97,76.23,28.65,73.59,0,4.6,2.74,53.11,1
5.71,56.36,81.2,20.89,45.59,0,4.1,7.92,48.36,1
4.23,64.81,46.87,14.01,51.51,0,9.78,3.73,39.15,0
8.89,47.31,63.03,22.34,68.25,0,6.26,6.13,55.06,1
4.53,50.87,67.37,24.86,59.2,0,7.62,5.79,43.82,1
8.35,80.87,62.14,24.76,41.22,0,4.48,2.48,58.43,1
4.95,50.89,47.26,20.43,41.97,0,8.1,2.67,46.16,1
4.39,71.51,65.14,11.37,59.27,1,9.6,2.97,44.08,1
5.16,82.54,85.07,17.42,83.01,1,7.45,3.88,52.25,1
3.71,46.41,44.26,28.42,92.86,0,4.76,2.64,40.41,1
7.73,74.04,44.81,21.69,35.89,0,7.49,1.14,50.07,1
5.52,55.39,61.29,20.77,57.52,0,8.6,7.16,51.67,1
3.09,97.78,96.5,15.38,37.02,1,6.44,7.76,48.0,1
9.1,69.01,80.11,17.37,31.16,1,9.28,3.39,57.4,1
4.46,88.36,80.72,27.91,76.32,0,7.89,3.37,54.1,1
5.89,73.01,61.72,23.33,72.17,1,9.4,1.05,56.78,1
9.16,42.6,75.62,25.75,41.41,0,7.74,5.76,63.99,1
6.62,77.99,40.61,19.09,46.37,0,4.79,6.78,48.29,1
2.05,97.08,78.17,22.6,31.66,0,5.86,2.03,46.44,1
9.46,76.1,94.8,14.97,88.45,0,5.21,2.12,64.28,1
6.65,89.15,76.75,24.11,98.23,1,9.45,6.53,51.05,1
4.01,93.05,92.42,18.55,39.48,1,8.56,5.31,54.5,1
2.25,53.68,83.44,18.85,46.2,0,8.06,1.31,40.42,1
8.15,52.72,47.23,22.99,90.79,1,5.81,5.36,54.27,1
6.58,76.66,94.15,28.73,94.85,1,5.1,3.16,60.99,1
5.8,64.66,43.99,11.28,59.37,0,8.54,3.58,39.11,0
9.05,90.39,72.04,26.49,33.54,1,6.84,6.39,61.51,1
8.1,94.0,48.53,15.85,32.76,0,5.35,6.68,55.96,1
2.37,61.21,40.7,18.88,70.18,0,7.7,3.8,33.45,0
3.81,54.21,65.32,10.44,57.5,0,4.24,7.63,44.95,1
3.24,86.83,57.7,16.02,32.01,0,5.96,3.85,42.36,1
7.7,56.49,69.16,20.05,70.83,1,6.81,6.4,48.09,1
1.3,89.36,74.63,11.12,30.79,0,4.89,4.39,36.29,0
6.13,65.42,42.62,19.82,85.12,1,9.91,7.28,44.08,1
7.86,80.05,47.38,28.54,51.45,0,5.25,7.35,46.81,1
8.89,45.73,73.52,12.11,32.82,0,4.78,1.61,55.98,1
4.08,77.43,60.59,25.29,71.18,1,5.22,7.56,51.02,1
8.39,67.11,83.75,18.19,57.84,0,8.61,6.78,59.14,1
2.0,75.2,79.14,23.1,98.17,1,6.55,6.54,47.34,1
8.62,50.08,90.74,15.2,68.09,1,7.39,2.41,50.98,1
